DateTime	Categoria	NavigatedTo
15/01/2024 08:58:05	Apprendimento	epicode
15/01/2024 09:18:56	Apprendimento	epicode
15/01/2024 09:18:59	Apprendimento	epicode
15/01/2024 09:19:12	Apprendimento	epicode
15/01/2024 09:19:19	Apprendimento	epicode
15/01/2024 09:19:24	Apprendimento	epicode
15/01/2024 09:19:29	Apprendimento	epicode
15/01/2024 09:19:32	Apprendimento	epicode
15/01/2024 16:58:53	Apprendimento	epicode
15/01/2024 16:58:57	Apprendimento	epicode
15/01/2024 16:59:02	Apprendimento	epicode
15/01/2024 16:59:04	Apprendimento	epicode
15/01/2024 16:59:11	Apprendimento	epicode
15/01/2024 16:59:15	Apprendimento	epicode
16/01/2024 12:32:52	Apprendimento	epicode
16/01/2024 12:32:56	Apprendimento	epicode
16/01/2024 12:43:37	Apprendimento	epicode
16/01/2024 12:43:49	Apprendimento	epicode
16/01/2024 12:43:52	Apprendimento	epicode
16/01/2024 12:43:57	Apprendimento	epicode
16/01/2024 12:44:06	Apprendimento	epicode
16/01/2024 12:44:18	Apprendimento	epicode
16/01/2024 12:44:24	Apprendimento	epicode
16/01/2024 12:44:27	Apprendimento	epicode
16/01/2024 12:44:33	Apprendimento	epicode
16/01/2024 12:46:12	Apprendimento	epicode
16/01/2024 12:46:48	Apprendimento	epicode
16/01/2024 12:46:55	Apprendimento	epicode
16/01/2024 12:46:58	Apprendimento	epicode
16/01/2024 12:55:39	Apprendimento	epicode
16/01/2024 14:28:55	Apprendimento	epicode
16/01/2024 14:56:20	Apprendimento	epicode
16/01/2024 15:59:07	Apprendimento	epicode
16/01/2024 21:47:38	Apprendimento	epicode
16/01/2024 21:47:43	Apprendimento	epicode
16/01/2024 21:47:50	Apprendimento	epicode
17/01/2024 08:58:35	Apprendimento	epicode
17/01/2024 08:58:51	Apprendimento	epicode
17/01/2024 09:41:34	Apprendimento	epicode
17/01/2024 09:41:36	Apprendimento	epicode
17/01/2024 09:41:42	Apprendimento	epicode
17/01/2024 09:41:45	Apprendimento	epicode
17/01/2024 10:34:03	Apprendimento	epicode
17/01/2024 10:34:36	Apprendimento	epicode
17/01/2024 10:35:36	Apprendimento	epicode
17/01/2024 10:35:51	Apprendimento	epicode
17/01/2024 13:55:32	Apprendimento	epicode
17/01/2024 13:55:40	Apprendimento	epicode
17/01/2024 15:01:41	Apprendimento	epicode
17/01/2024 15:01:43	Apprendimento	epicode
17/01/2024 15:01:52	Apprendimento	epicode
17/01/2024 20:48:30	Apprendimento	epicode
17/01/2024 20:59:22	Apprendimento	epicode
17/01/2024 21:06:25	Apprendimento	epicode
17/01/2024 21:59:14	Apprendimento	epicode
17/01/2024 22:13:18	Apprendimento	epicode
17/01/2024 22:40:54	Apprendimento	epicode
18/01/2024 09:21:30	Apprendimento	epicode
18/01/2024 09:21:33	Apprendimento	epicode
18/01/2024 09:21:39	Apprendimento	epicode
18/01/2024 09:21:41	Apprendimento	epicode
18/01/2024 09:21:48	Apprendimento	epicode
18/01/2024 09:22:36	Apprendimento	epicode
18/01/2024 09:22:45	Apprendimento	epicode
18/01/2024 10:47:16	Apprendimento	epicode
18/01/2024 13:57:11	Apprendimento	epicode
18/01/2024 13:57:21	Apprendimento	epicode
18/01/2024 14:13:44	Apprendimento	epicode
18/01/2024 14:13:57	Apprendimento	epicode
18/01/2024 14:14:06	Apprendimento	epicode
18/01/2024 14:41:01	Apprendimento	epicode
18/01/2024 14:41:13	Apprendimento	epicode
18/01/2024 14:41:20	Apprendimento	epicode
18/01/2024 14:52:49	Apprendimento	epicode
18/01/2024 14:52:54	Apprendimento	epicode
18/01/2024 14:55:17	Apprendimento	epicode
18/01/2024 16:30:50	Apprendimento	epicode
18/01/2024 16:44:47	Apprendimento	epicode
19/01/2024 00:05:33	Apprendimento	epicode
19/01/2024 00:05:36	Apprendimento	epicode
19/01/2024 00:05:47	Apprendimento	epicode
19/01/2024 00:05:50	Apprendimento	epicode
19/01/2024 00:05:57	Apprendimento	epicode
19/01/2024 00:05:59	Apprendimento	epicode
19/01/2024 08:58:19	Apprendimento	epicode
19/01/2024 08:58:24	Apprendimento	epicode
19/01/2024 12:14:52	Apprendimento	epicode
19/01/2024 12:14:57	Apprendimento	epicode
19/01/2024 12:15:02	Apprendimento	epicode
19/01/2024 12:15:21	Apprendimento	epicode
19/01/2024 12:15:24	Apprendimento	epicode
19/01/2024 14:13:04	Apprendimento	epicode
19/01/2024 14:13:17	Apprendimento	epicode
19/01/2024 15:06:50	Apprendimento	epicode
19/01/2024 15:06:52	Apprendimento	epicode
19/01/2024 15:07:05	Apprendimento	epicode
19/01/2024 15:07:08	Apprendimento	epicode
19/01/2024 15:09:23	Apprendimento	epicode
19/01/2024 15:09:31	Apprendimento	epicode
19/01/2024 15:10:34	Apprendimento	epicode
19/01/2024 15:11:01	Apprendimento	epicode
19/01/2024 17:46:06	Apprendimento	epicode
19/01/2024 17:46:20	Apprendimento	epicode
19/01/2024 17:46:25	Apprendimento	epicode
19/01/2024 17:46:45	Apprendimento	epicode
22/01/2024 08:54:56	Apprendimento	epicode
22/01/2024 08:55:05	Apprendimento	epicode
22/01/2024 09:27:49	Apprendimento	epicode
22/01/2024 09:27:52	Apprendimento	epicode
22/01/2024 09:27:58	Apprendimento	epicode
22/01/2024 09:28:51	Apprendimento	epicode
22/01/2024 09:28:56	Apprendimento	epicode
22/01/2024 09:29:01	Apprendimento	epicode
22/01/2024 12:20:28	Apprendimento	epicode
22/01/2024 20:23:37	Apprendimento	epicode
22/01/2024 20:23:39	Apprendimento	epicode
22/01/2024 20:23:58	Apprendimento	epicode
22/01/2024 20:25:32	Apprendimento	epicode
22/01/2024 20:25:59	Apprendimento	epicode
22/01/2024 20:26:05	Apprendimento	epicode
22/01/2024 20:26:33	Apprendimento	epicode
22/01/2024 20:26:45	Apprendimento	epicode
22/01/2024 20:27:24	Apprendimento	epicode
22/01/2024 20:27:33	Apprendimento	epicode
22/01/2024 20:27:54	Apprendimento	epicode
22/01/2024 22:42:48	Apprendimento	epicode
23/01/2024 08:55:41	Apprendimento	epicode
23/01/2024 08:55:48	Apprendimento	epicode
23/01/2024 08:56:18	Apprendimento	epicode
23/01/2024 08:56:22	Apprendimento	epicode
23/01/2024 09:31:10	Apprendimento	epicode
23/01/2024 09:31:13	Apprendimento	epicode
23/01/2024 09:31:19	Apprendimento	epicode
23/01/2024 09:43:32	Apprendimento	epicode
23/01/2024 09:43:36	Apprendimento	epicode
23/01/2024 11:48:05	Apprendimento	epicode
23/01/2024 14:11:48	Apprendimento	epicode
23/01/2024 14:11:50	Apprendimento	epicode
23/01/2024 14:12:26	Apprendimento	epicode
23/01/2024 14:12:43	Apprendimento	epicode
23/01/2024 14:14:31	Apprendimento	epicode
23/01/2024 14:14:32	Apprendimento	epicode
23/01/2024 14:14:37	Apprendimento	epicode
23/01/2024 14:14:40	Apprendimento	epicode
23/01/2024 14:14:41	Apprendimento	epicode
23/01/2024 14:14:42	Apprendimento	epicode
23/01/2024 14:14:43	Apprendimento	epicode
23/01/2024 14:14:50	Apprendimento	epicode
24/01/2024 08:57:16	Apprendimento	epicode
24/01/2024 08:57:20	Apprendimento	epicode
24/01/2024 11:07:58	Apprendimento	epicode
24/01/2024 11:08:01	Apprendimento	epicode
24/01/2024 11:08:15	Apprendimento	epicode
24/01/2024 11:08:26	Apprendimento	epicode
24/01/2024 11:08:33	Apprendimento	epicode
24/01/2024 13:56:47	Apprendimento	epicode
24/01/2024 13:57:06	Apprendimento	epicode
24/01/2024 14:21:19	Apprendimento	epicode
24/01/2024 14:21:25	Apprendimento	epicode
24/01/2024 14:21:33	Apprendimento	epicode
24/01/2024 14:21:37	Apprendimento	epicode
24/01/2024 14:21:55	Apprendimento	epicode
24/01/2024 15:46:48	Apprendimento	epicode
24/01/2024 15:56:41	Apprendimento	epicode
24/01/2024 15:58:32	Apprendimento	epicode
24/01/2024 15:58:49	Apprendimento	epicode
24/01/2024 16:03:01	Apprendimento	epicode
24/01/2024 16:10:38	Apprendimento	epicode
24/01/2024 16:27:30	Apprendimento	epicode
24/01/2024 16:32:31	Apprendimento	epicode
24/01/2024 16:37:46	Apprendimento	epicode
24/01/2024 16:40:54	Apprendimento	epicode
24/01/2024 16:44:17	Apprendimento	epicode
24/01/2024 17:04:21	Apprendimento	epicode
24/01/2024 17:08:49	Apprendimento	epicode
24/01/2024 17:08:52	Apprendimento	epicode
24/01/2024 17:13:15	Apprendimento	epicode
24/01/2024 17:50:08	Apprendimento	epicode
24/01/2024 17:59:50	Apprendimento	epicode
24/01/2024 18:00:00	Apprendimento	epicode
24/01/2024 18:00:06	Apprendimento	epicode
24/01/2024 22:03:17	Apprendimento	epicode
24/01/2024 22:03:19	Apprendimento	epicode
24/01/2024 22:03:51	Apprendimento	epicode
24/01/2024 22:03:55	Apprendimento	epicode
24/01/2024 22:04:18	Apprendimento	epicode
24/01/2024 22:04:21	Apprendimento	epicode
24/01/2024 22:04:23	Apprendimento	epicode
24/01/2024 22:04:46	Apprendimento	epicode
24/01/2024 22:05:11	Apprendimento	epicode
24/01/2024 22:05:16	Apprendimento	epicode
24/01/2024 22:05:34	Apprendimento	epicode
24/01/2024 22:07:06	Apprendimento	epicode
24/01/2024 22:07:30	Apprendimento	epicode
24/01/2024 22:08:02	Apprendimento	epicode
24/01/2024 22:08:36	Apprendimento	epicode
24/01/2024 22:09:51	Apprendimento	epicode
24/01/2024 22:09:53	Apprendimento	epicode
24/01/2024 22:10:15	Apprendimento	epicode
24/01/2024 22:10:44	Apprendimento	epicode
24/01/2024 22:10:47	Apprendimento	epicode
24/01/2024 22:19:00	Apprendimento	epicode
25/01/2024 08:59:29	Apprendimento	epicode
25/01/2024 08:59:33	Apprendimento	epicode
25/01/2024 08:59:37	Apprendimento	epicode
25/01/2024 10:17:13	Apprendimento	epicode
25/01/2024 10:17:15	Apprendimento	epicode
25/01/2024 10:17:27	Apprendimento	epicode
25/01/2024 10:17:32	Apprendimento	epicode
25/01/2024 13:56:40	Apprendimento	epicode
25/01/2024 13:56:47	Apprendimento	epicode
25/01/2024 14:00:38	Apprendimento	epicode
25/01/2024 14:00:40	Apprendimento	epicode
25/01/2024 14:00:53	Apprendimento	epicode
25/01/2024 17:49:07	Apprendimento	epicode
25/01/2024 17:49:11	Apprendimento	epicode
25/01/2024 20:49:24	Apprendimento	epicode
25/01/2024 20:49:34	Apprendimento	epicode
25/01/2024 20:49:43	Apprendimento	epicode
25/01/2024 20:49:45	Apprendimento	epicode
25/01/2024 20:49:47	Apprendimento	epicode
25/01/2024 21:28:22	Apprendimento	epicode
25/01/2024 21:28:25	Apprendimento	epicode
25/01/2024 21:28:29	Apprendimento	epicode
26/01/2024 09:03:14	Apprendimento	epicode
26/01/2024 09:03:29	Apprendimento	epicode
26/01/2024 09:03:54	Apprendimento	epicode
26/01/2024 11:04:02	Apprendimento	epicode
26/01/2024 11:04:05	Apprendimento	epicode
26/01/2024 13:55:53	Apprendimento	epicode
26/01/2024 14:03:19	Apprendimento	epicode
26/01/2024 14:03:22	Apprendimento	epicode
26/01/2024 14:03:35	Apprendimento	epicode
26/01/2024 16:38:25	Apprendimento	epicode
26/01/2024 17:15:44	Apprendimento	epicode
26/01/2024 17:50:39	Apprendimento	epicode
26/01/2024 17:50:46	Apprendimento	epicode
29/01/2024 08:58:55	Apprendimento	epicode
29/01/2024 09:21:43	Apprendimento	epicode
29/01/2024 09:21:45	Apprendimento	epicode
29/01/2024 09:22:02	Apprendimento	epicode
29/01/2024 13:56:19	Apprendimento	epicode
29/01/2024 13:57:28	Apprendimento	epicode
29/01/2024 14:02:38	Apprendimento	epicode
29/01/2024 21:44:35	Apprendimento	epicode
29/01/2024 21:44:45	Apprendimento	epicode
29/01/2024 21:44:55	Apprendimento	epicode
29/01/2024 21:45:34	Apprendimento	epicode
29/01/2024 22:04:45	Apprendimento	epicode
29/01/2024 22:41:42	Apprendimento	epicode
29/01/2024 23:15:30	Apprendimento	epicode
30/01/2024 00:08:19	Apprendimento	epicode
30/01/2024 09:47:35	Apprendimento	epicode
30/01/2024 10:13:21	Apprendimento	epicode
30/01/2024 10:36:14	Apprendimento	epicode
30/01/2024 10:38:40	Apprendimento	epicode
30/01/2024 10:38:54	Apprendimento	epicode
30/01/2024 10:48:10	Apprendimento	epicode
30/01/2024 10:49:43	Apprendimento	epicode
30/01/2024 10:49:48	Apprendimento	epicode
30/01/2024 10:51:22	Apprendimento	epicode
30/01/2024 10:51:32	Apprendimento	epicode
30/01/2024 10:51:34	Apprendimento	epicode
30/01/2024 10:52:13	Apprendimento	epicode
30/01/2024 10:52:39	Apprendimento	epicode
30/01/2024 10:52:55	Apprendimento	epicode
30/01/2024 10:52:56	Apprendimento	epicode
30/01/2024 11:17:29	Apprendimento	epicode
30/01/2024 11:50:22	Apprendimento	epicode
30/01/2024 11:50:39	Apprendimento	epicode
30/01/2024 11:52:17	Apprendimento	epicode
30/01/2024 11:52:22	Apprendimento	epicode
30/01/2024 13:51:01	Apprendimento	epicode
30/01/2024 13:51:10	Apprendimento	epicode
30/01/2024 14:09:35	Apprendimento	epicode
30/01/2024 14:09:39	Apprendimento	epicode
30/01/2024 14:09:55	Apprendimento	epicode
30/01/2024 14:09:58	Apprendimento	epicode
30/01/2024 14:10:01	Apprendimento	epicode
31/01/2024 10:09:10	Apprendimento	epicode
31/01/2024 10:09:18	Apprendimento	epicode
31/01/2024 10:09:21	Apprendimento	epicode
31/01/2024 10:09:23	Apprendimento	epicode
31/01/2024 10:09:27	Apprendimento	epicode
31/01/2024 10:12:27	Apprendimento	epicode
31/01/2024 10:13:08	Apprendimento	epicode
31/01/2024 13:55:39	Apprendimento	epicode
31/01/2024 15:27:07	Apprendimento	epicode
31/01/2024 15:27:10	Apprendimento	epicode
31/01/2024 15:27:18	Apprendimento	epicode
31/01/2024 16:52:42	Apprendimento	epicode
31/01/2024 16:52:44	Apprendimento	epicode
31/01/2024 16:52:51	Apprendimento	epicode
31/01/2024 16:57:30	Apprendimento	epicode
01/02/2024 08:54:40	Apprendimento	epicode
01/02/2024 08:55:00	Apprendimento	epicode
01/02/2024 12:27:43	Apprendimento	epicode
01/02/2024 12:27:46	Apprendimento	epicode
01/02/2024 12:27:55	Apprendimento	epicode
01/02/2024 14:48:35	Apprendimento	epicode
01/02/2024 14:50:39	Apprendimento	epicode
01/02/2024 14:50:41	Apprendimento	epicode
01/02/2024 17:00:54	Apprendimento	epicode
02/02/2024 09:22:39	Apprendimento	epicode
02/02/2024 09:22:41	Apprendimento	epicode
02/02/2024 09:22:49	Apprendimento	epicode
02/02/2024 09:22:55	Apprendimento	epicode
02/02/2024 09:44:32	Apprendimento	epicode
02/02/2024 09:44:36	Apprendimento	epicode
02/02/2024 13:57:55	Apprendimento	epicode
04/02/2024 18:32:46	Apprendimento	epicode
04/02/2024 18:49:02	Apprendimento	epicode
04/02/2024 18:49:48	Apprendimento	epicode
04/02/2024 18:52:32	Apprendimento	epicode
04/02/2024 19:55:29	Apprendimento	epicode
04/02/2024 19:55:38	Apprendimento	epicode
04/02/2024 20:03:03	Apprendimento	epicode
05/02/2024 11:20:03	Apprendimento	epicode
05/02/2024 11:20:14	Apprendimento	epicode
05/02/2024 11:20:20	Apprendimento	epicode
05/02/2024 11:20:28	Apprendimento	epicode
05/02/2024 11:20:58	Apprendimento	epicode
05/02/2024 11:52:02	Apprendimento	epicode
05/02/2024 14:06:20	Apprendimento	epicode
05/02/2024 14:21:47	Apprendimento	epicode
05/02/2024 15:06:59	Apprendimento	epicode
05/02/2024 15:07:22	Apprendimento	epicode
05/02/2024 17:58:12	Apprendimento	epicode
05/02/2024 17:58:28	Apprendimento	epicode
05/02/2024 17:58:52	Apprendimento	epicode
05/02/2024 17:58:54	Apprendimento	epicode
05/02/2024 17:58:56	Apprendimento	epicode
06/02/2024 09:01:13	Apprendimento	epicode
06/02/2024 09:01:16	Apprendimento	epicode
06/02/2024 09:01:46	Apprendimento	epicode
06/02/2024 09:02:10	Apprendimento	epicode
06/02/2024 09:17:40	Apprendimento	epicode
06/02/2024 09:17:45	Apprendimento	epicode
06/02/2024 09:17:48	Apprendimento	epicode
06/02/2024 20:35:15	Apprendimento	epicode
06/02/2024 23:20:51	Apprendimento	epicode
07/02/2024 13:55:51	Apprendimento	epicode
07/02/2024 14:13:10	Apprendimento	epicode
07/02/2024 14:13:12	Apprendimento	epicode
07/02/2024 17:51:51	Apprendimento	epicode
08/02/2024 09:30:57	Apprendimento	epicode
08/02/2024 09:31:32	Apprendimento	epicode
08/02/2024 09:57:51	Apprendimento	epicode
08/02/2024 09:57:58	Apprendimento	epicode
08/02/2024 09:58:04	Apprendimento	epicode
08/02/2024 09:58:09	Apprendimento	epicode
08/02/2024 14:07:16	Apprendimento	epicode
08/02/2024 14:07:31	Apprendimento	epicode
08/02/2024 14:07:33	Apprendimento	epicode
08/02/2024 14:07:59	Apprendimento	epicode
08/02/2024 14:08:00	Apprendimento	epicode
08/02/2024 14:08:03	Apprendimento	epicode
08/02/2024 14:08:10	Apprendimento	epicode
08/02/2024 14:08:28	Apprendimento	epicode
08/02/2024 14:08:45	Apprendimento	epicode
09/02/2024 08:57:19	Apprendimento	epicode
09/02/2024 08:57:20	Apprendimento	epicode
10/02/2024 12:28:57	Apprendimento	epicode
10/02/2024 12:28:57	Apprendimento	epicode
12/02/2024 09:12:29	Apprendimento	epicode
12/02/2024 15:18:18	Apprendimento	epicode
12/02/2024 15:18:25	Apprendimento	epicode
12/02/2024 15:18:28	Apprendimento	epicode
12/02/2024 15:18:45	Apprendimento	epicode
12/02/2024 17:00:24	Apprendimento	epicode
13/02/2024 10:06:39	Apprendimento	epicode
13/02/2024 10:06:45	Apprendimento	epicode
13/02/2024 10:06:47	Apprendimento	epicode
13/02/2024 10:06:53	Apprendimento	epicode
13/02/2024 14:02:32	Apprendimento	epicode
13/02/2024 14:02:45	Apprendimento	epicode
13/02/2024 14:03:06	Apprendimento	epicode
13/02/2024 14:03:17	Apprendimento	epicode
13/02/2024 14:03:40	Apprendimento	epicode
13/02/2024 14:21:30	Apprendimento	epicode
14/02/2024 11:49:20	Apprendimento	epicode
14/02/2024 11:55:35	Apprendimento	epicode
14/02/2024 13:55:46	Apprendimento	epicode
14/02/2024 15:23:21	Apprendimento	epicode
14/02/2024 15:23:23	Apprendimento	epicode
14/02/2024 17:04:04	Apprendimento	epicode
14/02/2024 17:04:15	Apprendimento	epicode
14/02/2024 17:04:53	Apprendimento	epicode
15/02/2024 10:00:04	Apprendimento	epicode
15/02/2024 10:00:07	Apprendimento	epicode
15/02/2024 17:55:53	Apprendimento	epicode
15/02/2024 17:56:48	Apprendimento	epicode
15/02/2024 17:56:50	Apprendimento	epicode
15/02/2024 17:57:59	Apprendimento	epicode
15/02/2024 17:58:19	Apprendimento	epicode
15/02/2024 17:58:39	Apprendimento	epicode
16/02/2024 08:58:35	Apprendimento	epicode
16/02/2024 10:51:22	Apprendimento	epicode
16/02/2024 10:51:24	Apprendimento	epicode
16/02/2024 10:51:34	Apprendimento	epicode
16/02/2024 11:05:22	Apprendimento	epicode
16/02/2024 11:05:27	Apprendimento	epicode
16/02/2024 13:56:15	Apprendimento	epicode
16/02/2024 13:56:28	Apprendimento	epicode
19/02/2024 09:09:20	Apprendimento	epicode
19/02/2024 15:40:27	Apprendimento	epicode
19/02/2024 17:12:22	Apprendimento	epicode
19/02/2024 17:14:31	Apprendimento	epicode
19/02/2024 17:14:44	Apprendimento	epicode
19/02/2024 17:27:05	Apprendimento	epicode
19/02/2024 17:27:30	Apprendimento	epicode
19/02/2024 17:27:38	Apprendimento	epicode
19/02/2024 17:27:40	Apprendimento	epicode
19/02/2024 17:27:47	Apprendimento	epicode
19/02/2024 17:27:48	Apprendimento	epicode
19/02/2024 17:27:53	Apprendimento	epicode
19/02/2024 17:28:00	Apprendimento	epicode
20/02/2024 08:59:20	Apprendimento	epicode
20/02/2024 13:52:44	Apprendimento	epicode
20/02/2024 13:53:32	Apprendimento	epicode
20/02/2024 13:53:36	Apprendimento	epicode
20/02/2024 13:53:44	Apprendimento	epicode
20/02/2024 13:54:59	Apprendimento	epicode
20/02/2024 13:55:05	Apprendimento	epicode
20/02/2024 14:11:33	Apprendimento	epicode
20/02/2024 17:15:28	Apprendimento	epicode
21/02/2024 10:02:59	Apprendimento	epicode
21/02/2024 10:43:16	Apprendimento	epicode
21/02/2024 10:43:19	Apprendimento	epicode
21/02/2024 10:43:22	Apprendimento	epicode
21/02/2024 10:43:28	Apprendimento	epicode
21/02/2024 10:43:32	Apprendimento	epicode
21/02/2024 14:02:48	Apprendimento	epicode
21/02/2024 14:50:33	Apprendimento	epicode
21/02/2024 22:10:06	Apprendimento	epicode
21/02/2024 22:29:54	Apprendimento	epicode
21/02/2024 22:29:56	Apprendimento	epicode
21/02/2024 22:30:04	Apprendimento	epicode
21/02/2024 22:33:41	Apprendimento	epicode
22/02/2024 08:55:53	Apprendimento	epicode
22/02/2024 13:58:59	Apprendimento	epicode
23/02/2024 08:58:14	Apprendimento	epicode
23/02/2024 14:05:33	Apprendimento	epicode
23/02/2024 14:19:43	Apprendimento	epicode
23/02/2024 14:19:54	Apprendimento	epicode
23/02/2024 14:20:03	Apprendimento	epicode
23/02/2024 14:20:14	Apprendimento	epicode
23/02/2024 14:21:43	Apprendimento	epicode
23/02/2024 14:28:27	Apprendimento	epicode
23/02/2024 14:28:29	Apprendimento	epicode
23/02/2024 14:37:52	Apprendimento	epicode
23/02/2024 14:40:00	Apprendimento	epicode
23/02/2024 17:51:07	Apprendimento	epicode
01/12/2023 16:20:10	Intrattenimento	youtube
01/12/2023 16:20:23	Intrattenimento	youtube
01/12/2023 16:27:44	Intrattenimento	youtube
01/12/2023 16:34:28	Intrattenimento	youtube
01/12/2023 16:34:43	Intrattenimento	youtube
01/12/2023 16:34:43	Intrattenimento	youtube
01/12/2023 16:34:48	Intrattenimento	youtube
01/12/2023 16:46:28	Intrattenimento	youtube
01/12/2023 16:50:14	Intrattenimento	youtube
01/12/2023 16:51:01	Intrattenimento	youtube
01/12/2023 16:51:01	Intrattenimento	youtube
01/12/2023 17:05:47	Intrattenimento	youtube
01/12/2023 17:05:58	Intrattenimento	youtube
01/12/2023 17:05:58	Intrattenimento	youtube
01/12/2023 17:06:17	Intrattenimento	youtube
01/12/2023 17:07:37	Intrattenimento	youtube
01/12/2023 17:07:47	Intrattenimento	youtube
01/12/2023 17:29:07	Intrattenimento	youtube
01/12/2023 17:29:09	Intrattenimento	youtube
01/12/2023 17:29:42	Intrattenimento	youtube
01/12/2023 17:30:49	Intrattenimento	youtube
01/12/2023 17:30:52	Intrattenimento	youtube
01/12/2023 17:31:12	Intrattenimento	youtube
01/12/2023 17:35:17	Intrattenimento	youtube
01/12/2023 18:14:55	Intrattenimento	youtube
01/12/2023 18:15:12	Intrattenimento	youtube
01/12/2023 18:15:12	Intrattenimento	youtube
01/12/2023 18:20:08	Intrattenimento	youtube
01/12/2023 18:20:36	Intrattenimento	youtube
01/12/2023 18:20:36	Intrattenimento	youtube
02/12/2023 00:53:52	Intrattenimento	youtube
02/12/2023 00:54:07	Intrattenimento	youtube
02/12/2023 00:54:07	Intrattenimento	youtube
02/12/2023 00:54:19	Intrattenimento	youtube
02/12/2023 01:28:44	Intrattenimento	youtube
02/12/2023 01:28:50	Intrattenimento	youtube
02/12/2023 02:32:09	Intrattenimento	youtube
02/12/2023 17:19:49	Intrattenimento	youtube
02/12/2023 17:19:51	Intrattenimento	youtube
02/12/2023 17:28:09	Intrattenimento	youtube
02/12/2023 17:28:10	Intrattenimento	youtube
02/12/2023 23:41:08	Intrattenimento	youtube
02/12/2023 23:41:19	Intrattenimento	youtube
02/12/2023 23:41:19	Intrattenimento	youtube
02/12/2023 23:41:25	Intrattenimento	youtube
02/12/2023 23:58:32	Intrattenimento	youtube
04/12/2023 22:34:20	Intrattenimento	youtube
04/12/2023 22:34:31	Intrattenimento	youtube
04/12/2023 22:34:31	Intrattenimento	youtube
04/12/2023 23:10:43	Intrattenimento	youtube
05/12/2023 00:33:08	Intrattenimento	youtube
05/12/2023 10:35:52	Intrattenimento	youtube
05/12/2023 11:28:42	Intrattenimento	youtube
05/12/2023 11:28:47	Intrattenimento	youtube
05/12/2023 22:35:38	Intrattenimento	youtube
05/12/2023 22:35:53	Intrattenimento	youtube
05/12/2023 22:35:53	Intrattenimento	youtube
05/12/2023 23:06:30	Intrattenimento	youtube
06/12/2023 11:14:26	Intrattenimento	youtube
06/12/2023 11:14:30	Intrattenimento	youtube
06/12/2023 12:52:59	Intrattenimento	youtube
06/12/2023 13:57:08	Intrattenimento	youtube
06/12/2023 22:44:53	Intrattenimento	youtube
06/12/2023 22:45:05	Intrattenimento	youtube
06/12/2023 22:45:05	Intrattenimento	youtube
06/12/2023 22:45:10	Intrattenimento	youtube
06/12/2023 22:45:26	Intrattenimento	youtube
06/12/2023 22:45:53	Intrattenimento	youtube
06/12/2023 22:46:01	Intrattenimento	youtube
06/12/2023 23:14:53	Intrattenimento	youtube
07/12/2023 00:17:12	Intrattenimento	youtube
07/12/2023 15:16:02	Intrattenimento	youtube
07/12/2023 15:18:55	Intrattenimento	youtube
07/12/2023 15:18:55	Intrattenimento	youtube
07/12/2023 15:19:02	Intrattenimento	youtube
07/12/2023 15:23:42	Intrattenimento	youtube
07/12/2023 15:27:46	Intrattenimento	youtube
07/12/2023 15:59:18	Intrattenimento	youtube
07/12/2023 23:57:20	Intrattenimento	youtube
07/12/2023 23:58:09	Intrattenimento	youtube
07/12/2023 23:58:09	Intrattenimento	youtube
07/12/2023 23:59:52	Intrattenimento	youtube
08/12/2023 00:55:31	Intrattenimento	youtube
08/12/2023 00:55:55	Intrattenimento	youtube
08/12/2023 00:55:55	Intrattenimento	youtube
08/12/2023 02:05:37	Intrattenimento	youtube
09/12/2023 14:47:46	Intrattenimento	youtube
09/12/2023 14:47:59	Intrattenimento	youtube
09/12/2023 14:47:59	Intrattenimento	youtube
09/12/2023 21:51:26	Intrattenimento	youtube
09/12/2023 21:52:07	Intrattenimento	youtube
09/12/2023 21:52:07	Intrattenimento	youtube
09/12/2023 21:55:04	Intrattenimento	youtube
09/12/2023 21:55:18	Intrattenimento	youtube
09/12/2023 21:55:24	Intrattenimento	youtube
10/12/2023 12:31:43	Intrattenimento	youtube
10/12/2023 12:43:48	Intrattenimento	youtube
10/12/2023 12:44:33	Intrattenimento	youtube
10/12/2023 12:44:33	Intrattenimento	youtube
10/12/2023 12:50:04	Intrattenimento	youtube
10/12/2023 12:50:33	Intrattenimento	youtube
10/12/2023 12:50:48	Intrattenimento	youtube
10/12/2023 12:51:10	Intrattenimento	youtube
10/12/2023 12:51:33	Intrattenimento	youtube
10/12/2023 12:51:36	Intrattenimento	youtube
10/12/2023 12:52:41	Intrattenimento	youtube
10/12/2023 12:52:41	Intrattenimento	youtube
10/12/2023 12:53:24	Intrattenimento	youtube
10/12/2023 12:53:24	Intrattenimento	youtube
10/12/2023 12:53:24	Intrattenimento	youtube
10/12/2023 12:53:25	Intrattenimento	youtube
10/12/2023 12:53:26	Intrattenimento	youtube
10/12/2023 12:53:33	Intrattenimento	youtube
10/12/2023 12:54:10	Intrattenimento	youtube
10/12/2023 12:54:11	Intrattenimento	youtube
10/12/2023 12:54:46	Intrattenimento	youtube
10/12/2023 12:54:46	Intrattenimento	youtube
10/12/2023 12:55:40	Intrattenimento	youtube
10/12/2023 12:55:40	Intrattenimento	youtube
10/12/2023 12:55:42	Intrattenimento	youtube
10/12/2023 12:55:42	Intrattenimento	youtube
10/12/2023 12:56:31	Intrattenimento	youtube
10/12/2023 12:56:31	Intrattenimento	youtube
10/12/2023 12:56:35	Intrattenimento	youtube
